,Unnamed: 0,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006,Q027,Mean_notes
543079,4761212,São João da Boa Vista,17.0,M,1,2,0,3,0,4.0,567.8,610.4,462.5,580.4,700.0,2811,E,584.22
386589,3246021,Itapecerica da Serra,20.0,F,1,1,2,1,0,,389.3,500.2,484.7,453.0,440.0,3748,B,453.43999999999994
666296,6280227,Aparecida,17.0,F,3,2,0,2,0,2.0,470.0,583.9,558.9,436.1,380.0,937,A,485.78000000000003
608381,5482529,Santo André,17.0,F,4,2,0,2,0,2.0,527.4,546.4,569.5,431.2,580.0,1874,B,530.9
557740,4924465,Salto,16.0,M,3,3,0,1,1,,533.4,427.1,541.7,638.2,560.0,2342,A,540.08
514797,4462020,Itapecerica da Serra,24.0,M,3,1,5,1,0,,595.6,550.2,574.5,640.4,560.0,2811,A,584.1400000000001
619169,5651541,Guarulhos,28.0,F,4,1,10,1,0,,493.3,485.0,505.7,566.1,480.0,937,A,506.02
463503,3941876,Mogi das Cruzes,18.0,M,1,1,1,1,0,,637.5,662.9,645.0,833.6,700.0,6599,A,695.8
247930,2077568,São Paulo,59.0,F,1,1,5,1,0,,411.1,452.9,415.7,419.9,320.0,937,A,403.91999999999996
337052,2855619,Piracicaba,17.0,M,1,2,0,3,0,4.0,657.1,634.8,568.4,835.6,780.0,3748,E,695.1800000000001
225016,1865248,Porto Feliz,20.0,M,3,1,3,1,0,,550.8,555.6,503.5,488.6,360.0,2811,A,491.7
609470,5502354,Mirandópolis,17.0,M,1,2,0,3,0,4.0,571.1,643.6,612.4,539.7,640.0,9370,D,601.36
437682,3708873,Osasco,24.0,F,1,1,6,1,0,,567.2,676.0,607.6,704.2,680.0,2811,A,647.0
132917,1084980,Presidente Prudente,18.0,F,1,1,1,1,0,,435.7,425.7,457.1,482.3,660.0,2342,A,492.16
346522,2923246,Franca,17.0,M,3,2,0,2,0,2.0,459.2,397.6,445.8,388.5,400.0,1874,A,418.21999999999997
142622,1165786,Mogi das Cruzes,21.0,F,3,1,4,1,0,,574.8,563.7,521.4,534.8,680.0,2811,A,574.9399999999999
418602,3504023,Andradina,46.0,F,3,1,7,1,0,,488.3,439.6,461.0,365.5,480.0,1405,A,446.88
645570,5993245,Hortolândia,17.0,F,3,2,0,2,0,2.0,518.8,547.4,540.4,381.2,560.0,1874,A,509.56000000000006
542415,4753473,São Paulo,17.0,F,1,2,0,3,0,4.0,625.2,681.4,666.2,674.6,740.0,18740,D,677.48
350834,2953011,Araçatuba,17.0,M,1,3,0,1,1,,619.1,661.4,536.0,664.4,560.0,18740,D,608.1800000000001
630576,5791274,São Paulo,24.0,F,3,1,7,1,0,,523.6,566.3,568.9,507.4,560.0,3748,A,545.24
628479,5765478,Jaguariúna,16.0,M,1,3,0,1,1,,575.4,576.1,527.7,609.8,620.0,3748,C,581.8
369715,3091852,São Bernardo do Campo,20.0,F,3,1,3,1,0,,636.9,637.3,567.4,719.6,580.0,20000,D,628.24
619486,5655564,São Paulo,50.0,F,2,1,11,1,0,,496.1,556.5,370.3,396.1,500.0,1405,A,463.8
585391,5227416,São Paulo,23.0,F,1,1,4,1,0,,545.5,544.0,530.7,601.3,460.0,1874,A,536.3
6727,56724,Sumaré,19.0,F,1,1,1,1,0,,549.2,538.5,543.8,485.9,600.0,3748,A,543.48
586356,5237537,Santo André,17.0,M,1,2,0,2,0,2.0,525.9,467.6,454.0,417.0,360.0,2811,A,444.9
665675,6270371,Araraquara,26.0,F,1,1,8,1,0,,595.2,584.5,561.9,399.3,460.0,2342,A,520.1800000000001
179498,1470708,São Paulo,22.0,F,1,1,4,1,0,,498.1,532.2,545.6,443.5,480.0,3748,A,499.88
212942,1773724,Araçatuba,17.0,M,1,2,0,3,0,4.0,535.5,393.6,526.4,813.9,600.0,18740,E,573.88
654331,6112976,Louveira,17.0,F,1,3,0,1,1,,579.5,622.3,608.4,509.0,700.0,4685,D,603.8399999999999
157116,1280314,Mairinque,17.0,M,1,2,0,2,0,2.0,588.9,589.0,529.7,615.4,620.0,1405,A,588.6
115968,941257,Ibirarema,17.0,F,1,2,0,2,0,2.0,497.4,536.7,557.7,657.0,800.0,2811,A,609.76
682909,6535137,São Paulo,26.0,F,3,1,6,1,0,,384.1,481.9,483.3,443.6,520.0,1405,A,462.58000000000004
504633,4365821,Guarulhos,18.0,F,3,1,2,1,0,,459.8,415.0,517.6,401.5,620.0,1405,A,482.78000000000003
258457,2172957,São Caetano do Sul,20.0,M,1,1,3,1,0,,730.0,658.9,607.8,594.0,620.0,0,D,642.14
376119,3154795,São Paulo,33.0,F,1,1,11,1,0,,555.8,532.4,547.9,555.5,560.0,1874,A,550.3199999999999
649820,6051994,São Paulo,48.0,M,2,4,0,1,0,,440.4,395.6,398.2,403.5,400.0,1874,A,407.54
556952,4914935,Fartura,20.0,F,1,1,3,1,0,,583.4,522.0,546.6,557.4,580.0,1874,A,557.88
536803,4672840,São Bernardo do Campo,21.0,M,1,1,4,1,0,,411.5,574.2,554.1,608.5,480.0,2811,A,525.6600000000001
189746,1573901,Campinas,18.0,F,3,1,1,1,0,,390.2,466.9,437.7,406.0,600.0,937,A,460.16
417511,3495546,Sorocaba,32.0,F,1,1,11,1,0,,540.8,630.2,535.3,461.1,600.0,2811,A,553.48
474419,4031226,São Paulo,23.0,M,1,1,5,1,0,,458.2,503.0,515.7,457.0,420.0,937,A,470.78000000000003
582577,5197500,Itaí,16.0,F,5,3,0,1,1,,565.4,496.5,527.0,514.1,580.0,1874,E,536.6
298937,2534118,Carapicuíba,18.0,F,1,2,0,2,0,2.0,404.2,595.5,558.1,415.8,560.0,2342,A,506.7200000000001
439343,3724020,Taboão da Serra,23.0,F,3,1,5,1,0,,388.3,578.1,478.7,509.4,440.0,1405,A,478.9
253275,2126253,Miguelópolis,17.0,F,1,2,0,2,0,2.0,516.2,601.7,536.0,527.1,660.0,1874,A,568.2
650456,6060952,Santo André,20.0,M,0,1,3,1,0,,644.1,676.1,582.0,655.8,500.0,5622,A,611.6
546385,4800723,Itaquaquecetuba,23.0,F,3,1,6,1,0,,438.1,582.9,528.5,514.1,620.0,2342,A,536.72
254948,2142183,Botucatu,18.0,M,1,2,0,2,0,2.0,484.7,602.2,505.1,571.3,520.0,2811,A,536.6600000000001
404524,3393444,Campinas,18.0,M,3,2,0,3,0,4.0,569.7,584.2,576.6,578.8,760.0,3748,E,613.86
576797,5134512,Osasco,29.0,M,3,1,8,1,0,,470.0,601.7,536.3,478.6,560.0,2811,A,529.3199999999999
459944,3911465,Valinhos,17.0,F,4,2,0,3,0,4.0,598.1,629.1,562.2,729.2,860.0,18740,E,675.72
583076,5202778,Jundiaí,20.0,M,4,1,1,1,0,,611.9,535.5,543.8,607.4,520.0,3748,B,563.72
562844,4983971,Praia Grande,17.0,F,1,3,0,1,1,,495.7,539.1,487.5,476.7,680.0,1405,A,535.8
280851,2354570,São Paulo,23.0,F,1,1,6,1,0,,503.5,582.5,563.5,519.2,520.0,3748,D,537.74
651754,6078713,São Paulo,21.0,F,3,1,3,1,0,,480.4,491.4,543.8,533.3,520.0,2342,A,513.78
634064,5834658,Sorocaba,19.0,M,1,1,2,1,0,,615.6,605.1,574.7,679.9,620.0,3748,A,619.0600000000001
382807,3211551,São José dos Campos,17.0,M,1,2,0,3,0,4.0,592.5,519.0,568.2,567.9,580.0,8433,D,565.52
84394,648489,Fernandópolis,17.0,M,1,2,0,2,0,2.0,572.8,580.8,431.3,629.5,540.0,1874,A,550.8799999999999
73166,566000,Pirassununga,18.0,M,3,2,0,2,0,2.0,502.3,533.0,521.8,580.1,500.0,937,A,527.4399999999999
396868,3331463,Indaiatuba,18.0,F,3,1,1,1,0,,529.3,569.1,585.9,562.0,620.0,3748,A,573.26
652691,6091139,São Paulo,26.0,M,3,1,7,1,0,,456.1,440.3,540.1,518.4,500.0,4685,A,490.98
482410,4134200,Ibiúna,38.0,F,2,1,11,1,0,,509.9,494.6,507.6,469.7,520.0,3748,A,500.36
168653,1368420,Ipuã,18.0,F,1,1,1,1,0,,509.0,590.4,593.8,488.7,520.0,5622,D,540.38
273082,2290383,São José dos Campos,17.0,F,3,2,0,2,0,2.0,616.3,599.0,573.5,657.3,680.0,6599,A,625.22
158711,1292757,São José dos Campos,18.0,M,1,1,1,1,0,,633.9,671.1,581.1,730.8,760.0,11244,D,675.3799999999999
263328,2212452,Quintana,17.0,F,1,2,0,2,0,2.0,484.6,540.7,527.1,493.4,680.0,1405,A,545.1600000000001
370922,3105671,Itapevi,21.0,M,3,1,3,1,0,,426.7,461.0,451.8,391.3,360.0,4685,A,418.16
175485,1425285,Osasco,18.0,F,1,2,0,2,0,2.0,422.9,383.0,467.4,393.3,440.0,4685,A,421.32
256255,2154478,Ibiúna,19.0,M,1,1,2,1,0,,550.4,651.2,547.2,712.4,680.0,2811,A,628.24
315612,2684688,Caçapava,17.0,F,1,2,0,3,0,4.0,678.1,688.4,655.0,708.6,840.0,7496,D,714.02
192883,1600169,Itaquaquecetuba,18.0,F,3,2,0,2,0,2.0,397.2,398.3,449.9,405.0,540.0,1405,A,438.08000000000004
309587,2629070,Sorocaba,18.0,F,1,2,0,2,0,2.0,553.9,511.2,500.7,451.1,540.0,2342,A,511.38
653045,6095638,São Paulo,21.0,F,1,1,4,1,0,,450.4,412.2,490.6,540.6,500.0,1874,A,478.75999999999993
164407,1336278,Guarulhos,17.0,M,0,2,0,2,0,2.0,425.7,534.4,484.9,453.2,360.0,2811,A,451.64
226409,1875418,Sorocaba,30.0,F,1,1,9,1,0,,463.5,465.4,455.1,412.4,520.0,1874,A,463.28000000000003
642590,5950930,São Paulo,56.0,F,3,1,11,1,0,,452.3,566.6,579.3,463.3,720.0,2342,C,556.3
454509,3863789,Cruzeiro,17.0,M,3,2,0,2,0,2.0,487.7,487.2,525.9,640.2,600.0,1405,A,548.2
40153,324068,São José do Rio Preto,18.0,M,3,1,1,1,0,,629.9,625.6,512.3,491.9,720.0,5622,A,595.9399999999999
18427,155950,Piracicaba,18.0,F,1,1,1,1,0,,475.6,560.1,525.9,524.9,720.0,1405,A,561.3
124018,1008891,Ibaté,17.0,M,1,2,0,2,0,2.0,561.9,600.8,595.8,448.2,560.0,2342,A,553.3399999999999
308724,2621682,Anhumas,17.0,F,3,2,0,2,0,2.0,437.9,525.3,417.3,489.9,420.0,937,A,458.08000000000004
503798,4358107,São Paulo,19.0,F,3,1,1,1,0,,498.5,492.1,523.6,352.4,620.0,1405,A,497.32
5260,43977,Mogi das Cruzes,23.0,F,2,1,5,1,0,,539.0,549.2,487.9,381.8,520.0,1405,A,495.5799999999999
106506,842606,São Paulo,20.0,M,1,1,2,1,0,,472.1,425.5,499.4,584.6,560.0,2342,A,508.32
504283,4362612,São Paulo,18.0,F,3,1,1,1,0,,430.4,507.2,534.8,375.3,580.0,1874,A,485.53999999999996
277591,2327023,Restinga,19.0,F,1,1,3,1,0,,478.2,573.8,593.8,446.5,580.0,1874,A,534.46
566745,5026466,Diadema,23.0,M,2,1,4,1,0,,475.0,466.4,555.1,505.9,440.0,2342,A,488.48
352881,2966014,São Paulo,17.0,F,2,2,0,2,0,2.0,397.1,496.7,474.9,432.4,460.0,4685,C,452.21999999999997
678445,6463595,Sumaré,18.0,F,3,1,1,1,0,,552.4,590.8,575.6,648.1,660.0,1405,A,605.3799999999999
307888,2614024,São Paulo,37.0,F,1,2,0,2,0,2.0,442.8,479.6,444.0,384.8,240.0,1405,A,398.24
9365,79192,Dracena,19.0,F,1,1,2,1,0,,662.2,644.8,594.9,720.7,860.0,8433,D,696.5200000000001
513093,4446703,São Paulo,16.0,F,1,3,0,1,1,,565.4,594.9,532.0,531.8,540.0,5622,D,552.8199999999999
380620,3192947,Aparecida,17.0,M,1,2,0,3,0,4.0,462.2,387.1,432.6,439.9,360.0,6599,D,416.36
76109,587820,São Paulo,17.0,M,1,2,0,2,0,2.0,567.3,530.4,527.8,692.2,560.0,3748,A,575.54
351782,2959084,São Paulo,17.0,M,2,2,0,2,0,2.0,571.0,646.3,597.3,588.9,620.0,2811,A,604.7
113841,921097,Diadema,36.0,M,3,1,11,1,0,,486.5,520.7,397.2,551.8,540.0,1874,A,499.23999999999995
423100,3554552,São Paulo,15.0,M,1,3,0,1,1,,605.2,646.1,600.7,631.8,720.0,11244,D,640.76
246591,2065436,São Paulo,20.0,F,4,1,3,1,0,,760.6,715.1,644.7,829.0,700.0,20000,D,729.88
412003,3451476,São Paulo,19.0,F,1,1,1,1,0,,683.0,699.1,696.3,838.2,700.0,11244,D,723.3199999999999
158549,1291482,Itapevi,18.0,F,1,1,1,1,0,,507.3,458.2,506.0,468.4,580.0,6599,A,503.98
448490,3810926,Capão Bonito,17.0,F,1,3,0,1,1,,486.2,443.9,486.5,405.3,360.0,1874,A,436.37999999999994
618804,5646686,Botucatu,21.0,F,1,1,1,1,0,,487.0,468.0,577.0,376.3,520.0,2342,A,485.66
681566,6513744,Osasco,17.0,M,3,2,0,3,0,4.0,471.0,569.8,521.4,653.0,680.0,5622,D,579.04
143137,1169803,São Paulo,17.0,M,1,2,0,2,0,2.0,425.2,385.0,412.6,532.7,500.0,5622,A,451.1
93443,720559,Ribeirão Preto,18.0,M,1,2,0,3,0,4.0,648.1,605.1,538.9,736.4,680.0,6599,D,641.7
472308,4015171,Presidente Prudente,22.0,M,3,1,5,1,0,,484.8,584.3,573.9,626.0,620.0,1405,A,577.8
211871,1765496,Itápolis,18.0,F,1,1,1,1,0,,574.8,595.1,530.4,561.0,860.0,1405,A,624.26
243726,2039995,São Paulo,19.0,M,1,1,2,1,0,,381.9,493.6,491.6,593.4,480.0,1405,A,488.1
514697,4460964,Leme,20.0,F,3,1,2,1,0,,566.9,588.9,480.2,601.6,700.0,0,D,587.52
633707,5829769,São Paulo,21.0,M,1,1,4,1,0,,487.4,534.0,446.3,497.5,560.0,937,A,505.03999999999996
501110,4331325,São Paulo,19.0,M,1,1,2,1,0,,454.7,549.3,516.7,697.9,440.0,2811,A,531.72
408394,3423878,Atibaia,17.0,M,1,2,0,2,0,2.0,529.9,503.5,450.3,614.9,500.0,4685,A,519.72
403935,3388756,Francisco Morato,18.0,F,2,2,0,2,0,2.0,518.7,535.7,494.2,446.3,600.0,2811,A,518.98
255820,2150536,São Bernardo do Campo,20.0,M,1,1,2,1,0,,437.6,561.2,560.0,480.2,660.0,1874,A,539.8
591798,5293312,São Carlos,19.0,F,1,1,2,1,0,,722.5,678.7,627.6,764.3,720.0,8433,D,702.6200000000001
13189,111868,Guarulhos,17.0,F,3,2,0,2,0,2.0,507.5,512.3,561.6,454.5,560.0,937,A,519.1800000000001
356138,2985347,Botucatu,15.0,M,1,3,0,1,1,,604.5,521.6,555.6,589.7,380.0,20000,D,530.28
690539,6657779,São Paulo,19.0,F,1,1,1,1,0,,419.1,497.9,506.7,581.7,560.0,1405,C,513.08
389477,3272087,Osasco,21.0,F,1,1,4,1,0,,670.3,709.1,644.6,747.0,720.0,14055,D,698.2
358371,2998781,Sorocaba,17.0,M,1,3,0,1,1,,599.5,619.8,652.2,819.4,540.0,14055,D,646.1800000000001
274443,2301020,São Paulo,18.0,M,2,2,0,2,0,2.0,517.8,404.0,455.0,399.1,440.0,1405,A,443.18
127531,1038244,Araraquara,20.0,M,1,1,3,1,0,,615.5,604.6,560.6,573.5,500.0,1405,A,570.8399999999999
633421,5826096,São José dos Campos,28.0,M,1,1,5,1,0,,480.8,528.2,562.8,532.2,340.0,3748,A,488.8
415634,3479983,Arujá,17.0,M,1,2,0,2,0,2.0,443.1,401.9,418.5,465.6,480.0,1405,A,441.82
301050,2552939,Hortolândia,17.0,F,3,2,0,2,0,2.0,493.2,454.6,485.5,581.4,360.0,2811,A,474.93999999999994
250883,2104637,Guapiara,18.0,F,3,2,0,2,0,2.0,484.5,399.2,351.5,443.2,480.0,937,A,431.68
481600,4124373,Itapira,17.0,F,1,2,0,2,0,2.0,479.5,559.4,526.4,394.9,580.0,1405,A,508.0400000000001
401367,3367448,Ourinhos,17.0,M,3,2,0,2,0,2.0,574.6,381.3,575.6,610.2,600.0,5622,A,548.3399999999999
457432,3889517,Pontal,18.0,F,1,1,1,1,0,,529.0,413.5,482.7,434.1,480.0,2811,A,467.86
626781,5744389,Ribeirão Preto,29.0,M,1,1,11,1,0,,434.4,400.7,557.1,426.6,580.0,0,A,479.75999999999993
586966,5244003,Jundiaí,17.0,M,3,3,0,1,1,,583.5,617.5,547.2,637.3,640.0,7496,D,605.1
691875,6677278,São Paulo,18.0,F,1,2,0,2,0,2.0,494.0,590.8,454.4,355.8,680.0,937,A,515.0
183835,1519440,Osasco,17.0,F,3,2,0,2,0,2.0,511.7,514.2,510.7,482.5,540.0,1874,A,511.82000000000005
606011,5441903,Carapicuíba,17.0,F,1,2,0,2,0,2.0,491.8,505.6,425.6,488.1,440.0,2342,A,470.21999999999997
198581,1652061,São Paulo,36.0,M,3,1,11,1,0,,529.2,601.3,497.2,440.6,300.0,3748,A,473.66
201291,1677553,Piracicaba,26.0,F,1,1,9,1,0,,444.0,613.6,533.0,587.4,560.0,3748,A,547.6
220251,1830140,Diadema,18.0,F,3,2,0,3,0,4.0,614.7,605.1,603.0,661.3,680.0,3748,D,632.82
662353,6221406,Taguaí,15.0,F,1,3,0,1,1,,482.6,428.5,479.7,422.4,340.0,1405,A,430.64
526374,4563750,São Paulo,18.0,F,1,1,1,1,0,,563.3,576.8,535.8,493.6,600.0,6599,D,553.9
381058,3196475,São Paulo,18.0,F,1,1,1,1,0,,427.0,459.3,445.2,372.5,540.0,1874,A,448.8
269511,2262966,Ribeirão Pires,23.0,M,3,1,6,1,0,,405.8,496.1,464.3,479.9,500.0,3748,A,469.21999999999997
520784,4516476,São Paulo,17.0,M,3,2,0,2,0,2.0,503.4,471.2,504.5,371.2,520.0,1405,A,474.06000000000006
383436,3217451,São Paulo,45.0,F,1,1,11,1,0,,433.7,532.0,497.3,438.4,560.0,1405,A,492.28000000000003
238983,1993922,Registro,28.0,F,3,1,11,1,0,,633.3,656.9,651.8,549.3,660.0,4685,C,630.26
478101,4074323,Osasco,17.0,F,3,2,0,2,0,2.0,442.8,553.2,543.9,543.2,420.0,1405,A,500.62000000000006
608913,5492208,Itupeva,16.0,F,1,3,0,1,1,,649.2,645.9,575.5,654.9,600.0,18740,D,625.1
49220,392418,Andradina,17.0,M,3,2,0,3,0,4.0,697.2,694.4,631.4,737.2,620.0,3748,B,676.04
663585,6239148,Piracicaba,18.0,M,4,2,0,2,0,2.0,470.6,577.7,516.3,604.8,580.0,0,A,549.88
59685,466796,São Paulo,19.0,F,1,2,0,2,0,2.0,466.8,586.9,559.2,560.5,840.0,1405,A,602.6800000000001
256866,2159675,São Paulo,18.0,M,3,1,1,1,0,,404.3,468.5,505.1,531.2,400.0,1405,A,461.82000000000005
194856,1617555,Jacareí,18.0,F,3,1,1,1,0,,507.5,552.9,565.9,502.9,560.0,2342,A,537.84
652097,6082937,São Paulo,20.0,F,3,1,1,1,0,,445.2,478.0,463.9,422.9,540.0,937,A,470.0
477266,4062834,São Paulo,20.0,F,1,1,3,1,0,,448.6,548.4,498.0,486.6,480.0,1405,A,492.32
336192,2847939,São Paulo,32.0,M,1,1,11,1,0,,490.3,535.1,489.1,458.6,320.0,1405,A,458.62
391759,3291381,São Paulo,23.0,M,1,1,4,1,0,,586.8,581.3,553.6,542.3,560.0,2811,A,564.8
334233,2832389,Itaquaquecetuba,27.0,F,3,1,9,1,0,,613.6,633.6,619.0,415.3,660.0,2811,A,588.3
593131,5307252,Torrinha,20.0,F,1,1,2,1,0,,529.9,550.3,563.4,599.5,560.0,3748,A,560.62
550400,4841884,Praia Grande,17.0,F,4,2,0,2,0,2.0,460.6,480.5,492.7,388.7,500.0,1405,A,464.5
592918,5304964,São Bernardo do Campo,17.0,M,3,2,0,2,0,2.0,610.1,603.2,579.2,683.0,800.0,8433,A,655.1
550925,4847818,Santo André,19.0,M,0,1,2,1,0,,720.9,686.2,619.2,768.1,820.0,1405,A,722.88
415038,3475022,Ribeirão Bonito,17.0,M,1,2,0,3,0,4.0,609.7,491.5,506.2,413.0,580.0,1405,D,520.08
501620,4336861,Jacareí,21.0,M,3,1,4,1,0,,494.8,552.9,515.3,443.4,540.0,2811,A,509.28000000000003
279442,2342241,São Paulo,22.0,F,3,1,4,1,0,,473.7,499.7,539.8,606.4,400.0,937,A,503.91999999999996
580592,5176329,São José do Rio Preto,24.0,F,1,1,7,1,0,,610.6,678.0,541.9,661.2,860.0,7496,D,670.3399999999999
377632,3167878,São Paulo,17.0,F,1,2,0,3,0,4.0,571.8,598.7,599.7,674.7,520.0,6599,D,592.98
681892,6518974,Itapecerica da Serra,27.0,M,1,1,8,1,0,,566.6,626.0,570.3,631.5,600.0,1874,A,598.8799999999999
248798,2085469,São Paulo,21.0,M,1,1,3,1,0,,526.0,518.4,554.8,438.5,360.0,1405,A,479.53999999999996
668343,6309346,São Carlos,45.0,F,1,1,11,1,0,,478.9,530.4,560.9,380.8,460.0,2811,A,482.2
80267,618483,São Paulo,17.0,F,1,2,0,3,0,4.0,474.5,542.0,547.4,595.3,580.0,2342,D,547.8399999999999
580603,5176482,Sertãozinho,39.0,M,3,1,7,1,0,,459.5,448.9,398.0,476.0,340.0,1874,B,424.48
394102,3309577,São Paulo,22.0,M,3,1,5,1,0,,548.1,498.6,520.6,399.6,620.0,1405,A,517.38
577666,5144199,Birigui,23.0,F,1,1,6,1,0,,454.5,579.1,552.3,561.8,580.0,1874,A,545.54
169073,1372236,São Paulo,21.0,F,3,1,3,1,0,,409.2,567.4,517.2,454.3,560.0,1874,A,501.62
371963,3116189,Guarulhos,27.0,M,0,1,9,1,0,,614.1,672.0,594.1,657.2,780.0,4685,A,663.4799999999999
47581,380593,São Paulo,18.0,F,3,2,0,2,0,2.0,412.3,603.5,585.2,373.6,480.0,8433,B,490.91999999999996
217992,1812267,Tatuí,21.0,M,3,1,3,1,0,,436.0,426.3,480.7,398.3,400.0,3748,A,428.26000000000005
269294,2261325,Itaporanga,18.0,F,1,1,1,1,0,,410.0,514.6,494.2,624.9,380.0,937,A,484.73999999999995
8088,68396,Suzano,20.0,F,1,1,3,1,0,,518.6,552.2,556.8,519.3,520.0,1405,A,533.38
141546,1157299,Taboão da Serra,23.0,M,1,1,6,1,0,,567.9,575.8,582.7,544.2,540.0,3748,A,562.12
567947,5039345,Jaguariúna,18.0,F,1,1,1,1,0,,555.0,551.2,572.0,507.0,600.0,2811,A,557.04
320025,2721710,Mogi das Cruzes,20.0,M,4,1,3,1,0,,677.1,682.8,625.8,711.3,580.0,3748,A,655.4
345354,2914964,São Paulo,21.0,F,1,1,4,1,0,,427.4,469.9,505.9,464.8,520.0,1874,A,477.6
408955,3428306,Osasco,16.0,F,1,3,0,1,1,,480.6,481.8,488.3,509.8,560.0,4685,A,504.1
591001,5285284,Avaré,17.0,M,1,3,0,1,1,,519.3,543.4,546.1,596.6,480.0,3748,A,537.0799999999999
168163,1364182,São Paulo,24.0,F,1,1,7,1,0,,544.4,440.8,544.0,493.0,480.0,3748,B,500.43999999999994
315522,2683847,Ribeirão Preto,17.0,F,1,3,0,1,1,,435.3,440.3,462.6,372.7,300.0,3748,A,402.18
220013,1828268,Cravinhos,17.0,M,3,2,0,3,0,4.0,636.6,624.2,558.6,779.0,680.0,2342,D,655.6800000000001
400841,3363426,Ilhabela,16.0,F,1,3,0,1,1,,435.8,558.5,551.2,503.2,580.0,3748,A,525.74
103985,811946,Guarulhos,20.0,M,3,1,3,1,0,,624.2,597.3,563.0,690.2,820.0,3748,A,658.9399999999999
236695,1967547,Valinhos,20.0,M,2,1,2,1,0,,585.2,553.8,574.4,570.6,600.0,4685,B,576.8
222382,1845866,São Paulo,21.0,F,3,1,5,1,0,,544.9,388.3,486.8,518.1,580.0,1405,A,503.62
173479,1408075,São Paulo,17.0,F,2,2,0,2,0,2.0,500.9,538.7,545.2,507.1,500.0,1874,A,518.38
31450,255048,São Paulo,17.0,F,1,2,0,2,0,2.0,527.6,497.1,508.5,536.9,760.0,1874,A,566.02
224980,1864966,São Paulo,17.0,F,1,2,0,2,0,2.0,605.1,612.8,543.5,646.4,380.0,2811,A,557.5600000000001
68760,533830,Taquarivaí,17.0,M,1,2,0,2,0,2.0,674.3,699.7,608.2,730.7,580.0,937,A,658.58
642229,5945886,São José dos Campos,17.0,M,3,2,0,2,0,2.0,452.7,397.2,499.5,509.8,300.0,4685,A,431.84
70869,549444,São Paulo,18.0,M,1,2,0,2,0,2.0,412.6,509.7,535.1,597.2,580.0,5622,B,526.9200000000001
245056,2052011,Santo André,34.0,M,1,1,11,1,0,,617.7,534.2,349.8,662.8,540.0,2811,A,540.9
140459,1148863,Jandira,46.0,M,3,1,11,1,0,,597.7,618.3,503.4,622.1,380.0,2342,A,544.3
11471,96907,Cubatão,67.0,M,1,1,11,1,0,,487.4,596.3,483.3,438.2,480.0,4685,D,497.03999999999996
369289,3086962,Ribeirão Preto,17.0,M,2,2,0,3,0,4.0,522.1,400.0,347.8,432.5,380.0,2342,E,416.48
15352,131982,Carapicuíba,17.0,M,3,2,0,2,0,2.0,397.2,416.3,418.8,514.5,580.0,2811,A,465.36
682556,6530274,Santo André,18.0,M,5,1,1,1,0,,494.8,516.4,562.1,493.3,360.0,3748,A,485.32000000000005
404680,3394766,Bragança Paulista,20.0,M,1,1,2,1,0,,588.9,590.4,525.1,662.7,380.0,4685,A,549.4200000000001
585083,5223858,São Paulo,27.0,F,3,1,9,1,0,,485.9,535.8,610.2,491.3,640.0,2342,A,552.6400000000001
4206,34543,Campinas,18.0,F,1,1,1,1,0,,559.7,513.3,509.7,566.2,400.0,1405,A,509.78000000000003
442552,3756188,Cubatão,19.0,F,1,1,2,1,0,,450.4,509.2,492.3,444.4,600.0,4685,A,499.25999999999993
619369,5653992,São Paulo,18.0,M,3,1,1,1,0,,586.3,650.8,597.1,541.6,600.0,2342,A,595.16
509710,4414405,Vargem Grande do Sul,16.0,M,1,3,0,1,1,,436.7,627.0,571.2,778.0,540.0,1874,A,590.58
494471,4258914,Bastos,17.0,M,4,2,0,3,0,4.0,514.1,534.1,516.6,535.0,580.0,8433,D,535.96
373712,3132965,Santo André,17.0,F,4,2,0,2,0,2.0,594.9,605.9,566.1,597.0,440.0,3748,A,560.78
41582,334841,Suzano,16.0,M,1,3,0,1,1,,588.3,559.9,555.1,409.7,520.0,7496,E,526.5999999999999
184781,1528869,Ferraz de Vasconcelos,17.0,F,2,2,0,2,0,2.0,450.1,519.1,574.2,368.5,520.0,1874,A,486.38
552783,4867354,São Paulo,22.0,F,1,1,5,1,0,,468.6,497.1,524.5,441.1,620.0,1405,A,510.26000000000005
239743,2002255,Franco da Rocha,18.0,M,3,1,1,1,0,,558.3,620.4,604.9,583.9,620.0,1405,A,597.5
132724,1083054,Osasco,17.0,F,3,2,0,3,0,4.0,572.0,558.3,559.0,490.6,600.0,9370,E,555.98
140505,1149271,Osasco,16.0,F,1,2,0,3,0,4.0,546.5,613.4,550.5,651.8,560.0,4685,D,584.4399999999999
120978,984066,Ubatuba,21.0,F,1,1,4,1,0,,492.1,531.5,574.7,644.3,560.0,3748,A,560.5200000000001
418894,3506057,Viradouro,22.0,F,1,1,5,1,0,,427.4,541.7,583.2,567.8,700.0,1874,A,564.0200000000001
560314,4954812,Limeira,18.0,M,1,1,1,1,0,,688.5,680.6,629.8,532.7,740.0,5622,D,654.3199999999999
